1783778779.902928,1,1,385867714,46199,0.0,236.97240819032316,0
1783778779.902928,1,2,385869208,40876,0.0,236.97240819032316,0
1783778779.902928,1,3,61179,768370066,236.97240819032316,236.97240819032316,0
1783778781.9516973,1,1,385867714,46199,0.0,0.0,0
1783778781.9516973,1,2,385869208,40876,0.0,0.0,0
1783778781.9516973,1,3,61179,768370066,0.0,0.0,0
1783778783.7795172,1,1,385867714,46199,0.0,0.0,0
1783778783.7795172,1,2,385869208,40876,0.0,0.0,0
1783778783.7795172,1,3,61179,768370066,0.0,0.0,0
1783778783.7795172,2,1,578798335,61038,0.0,51.00930032028494,0
1783778783.7795172,2,4,151236,838717854,3308.614357441297,1205734.6034007496,0
1783778783.7795172,2,2,3008,25006,0.0,51.00930032028494,0
1783778783.7795172,2,3,768370066,61179,13075187.218446806,51.00930032028494,0
1783778796.1069577,1,1,385869256,73648,0.0,0.0,0
1783778796.1069577,1,2,385869208,41776,0.0,0.0,0
1783778796.1069577,1,3,88628,768371668,0.0,0.0,0
1783778796.1069577,2,1,578798335,62190,0.0,0.0,0
1783778796.1069577,2,4,151632,838822518,0.0,0.0,0
1783778796.1069577,2,2,3008,26158,0.0,0.0,0
1783778796.1069577,2,3,768371668,88628,0.0,0.0,0
1783778797.1373923,1,1,385869256,73648,0.0,0.0,0
1783778797.1373923,1,2,385869208,41776,0.0,0.0,0
1783778797.1373923,1,3,88628,768371668,0.0,0.0,0
1783778797.1373923,2,1,578798335,62190,0.0,0.0,0
1783778797.1373923,2,4,151692,838822518,465.8228635367875,0.0,0
1783778797.1373923,2,2,3008,26158,0.0,0.0,0
1783778797.1373923,2,3,768371668,88628,0.0,0.0,0
1783778798.162386,1,1,385869256,73648,0.0,0.0,0
1783778798.162386,1,2,385869208,41776,0.0,0.0,0
1783778798.162386,1,3,88628,768371668,0.0,0.0,0
1783778798.162386,2,1,578798335,62190,0.0,0.0,0
1783778798.162386,2,4,151692,838822518,0.0,0.0,0
1783778798.162386,2,2,3008,26158,0.0,0.0,0
1783778798.162386,2,3,768371668,88628,0.0,0.0,0
1783778799.1890965,1,1,385869256,73648,0.0,0.0,0
1783778799.1890965,1,2,385869208,41776,0.0,0.0,0
1783778799.1890965,1,3,88628,768371668,0.0,0.0,0
1783778799.1890965,2,1,578798335,62190,0.0,0.0,0
1783778799.1890965,2,4,151692,838822518,0.0,0.0,0
1783778799.1890965,2,2,3008,26158,0.0,0.0,0
1783778799.1890965,2,3,768371668,88628,0.0,0.0,0
1783778800.2136235,1,1,385869256,73708,0.0,468.5088492959798,0
1783778800.2136235,1,2,385869208,41836,0.0,468.5088492959798,0
1783778800.2136235,1,3,88688,768371728,468.5088492959798,468.5088492959798,0
1783778800.2136235,2,1,578798335,62250,0.0,468.5088492959798,0
1783778800.2136235,2,4,151692,838822578,0.0,468.5088492959798,0
1783778800.2136235,2,2,3008,26218,0.0,468.5088492959798,0
1783778800.2136235,2,3,768371728,88688,468.5088492959798,468.5088492959798,0
1783778801.2382038,1,1,385869256,73708,0.0,0.0,0
1783778801.2382038,1,2,385869208,41836,0.0,0.0,0
1783778801.2382038,1,3,88688,768371728,0.0,0.0,0
1783778801.2382038,2,1,578798335,62250,0.0,0.0,0
1783778801.2382038,2,4,151692,838822578,0.0,0.0,0
1783778801.2382038,2,2,3008,26218,0.0,0.0,0
1783778801.2382038,2,3,768371728,88688,0.0,0.0,0
1783778802.2749364,1,1,387070939,74228,9272847.518348476,4012.606244359958,0
1783778802.2749364,1,2,385869208,41836,0.0,0.0,0
1783778802.2749364,1,3,89208,769573411,4012.606244359958,9272847.518348476,0
1783778802.2749364,2,1,578798335,62250,0.0,0.0,0
1783778802.2749364,2,4,152212,840138991,4012.606244359958,10158167.353762742,0
1783778802.2749364,2,2,3008,26218,0.0,0.0,0
1783778802.2749364,2,3,769688141,89208,10158167.353762742,4012.606244359958,0
1783778803.303087,1,1,400318529,74228,103078988.89588477,0.0,1
1783778803.303087,1,2,385869208,41836,0.0,0.0,0
1783778803.303087,1,3,89208,782821001,0.0,103078988.89588477,0
1783778803.303087,2,1,578798335,62250,0.0,0.0,0
1783778803.303087,2,4,152212,853373171,0.0,102974646.20101772,0
1783778803.303087,2,2,3008,26218,0.0,0.0,0
1783778803.303087,2,3,782922321,89208,102974646.20101772,0.0,1
1783778804.3343437,1,1,413618269,74228,103173072.72284393,0.0,1
1783778804.3343437,1,2,385869208,41836,0.0,0.0,0
1783778804.3343437,1,3,89208,796134151,0.0,103277101.14033279,0
1783778804.3343437,2,1,578798335,62250,0.0,0.0,0
1783778804.3343437,2,4,152212,866687811,0.0,103288659.8533871,0
1783778804.3343437,2,2,3008,26218,0.0,0.0,0
1783778804.3343437,2,3,796236961,89208,103288659.8533871,0.0,1
1783778805.367405,1,1,426840529,74228,102392842.98709454,0.0,1
1783778805.367405,1,2,385869208,41836,0.0,0.0,0
1783778805.367405,1,3,89208,809343001,0.0,102288996.29035306,0
1783778805.367405,2,1,578798335,62250,0.0,0.0,0
1783778805.367405,2,4,152212,879884741,0.0,102196688.11547175,0
1783778805.367405,2,2,3008,26218,0.0,0.0,0
1783778805.367405,2,3,809439851,89208,102242842.2029124,0.0,1
1783778806.3922868,1,1,440077689,74228,103326330.79497686,0.0,1
1783778806.3922868,1,2,385869208,41836,0.0,0.0,0
1783778806.3922868,1,3,89208,822580161,0.0,103326330.79497686,0
1783778806.3922868,2,1,578798335,62250,0.0,0.0,0
1783778806.3922868,2,4,152212,893132331,0.0,103407745.05832274,0
1783778806.3922868,2,2,3008,26218,0.0,0.0,0
1783778806.3922868,2,3,822681481,89208,103361222.62212509,0.0,1
