timestamp,dpid,port_no,rx_bytes,tx_bytes,rx_vazao_bps,tx_vazao_bps,anomalia
2026-07-11 13:25:06.503,2,2,726,6866,0.0,0.0,0
2026-07-11 13:25:06.503,2,3,2220,5552,0.0,0.0,0
2026-07-11 13:25:07.524,1,1,1160,7318,767.57,1237.51,0
2026-07-11 13:25:07.524,1,2,1160,7318,767.57,1237.51,0
2026-07-11 13:25:07.524,1,3,5612,2280,469.94,469.94,0
2026-07-11 13:25:07.524,2,1,726,7012,0.0,469.94,0
2026-07-11 13:25:07.524,2,4,3966,4102,0.0,469.94,0
2026-07-11 13:25:07.524,2,2,726,6926,0.0,469.94,0
2026-07-11 13:25:07.524,2,3,2280,5612,469.94,469.94,0
2026-07-11 13:25:08.544,1,1,1258,7416,768.56,768.56,0
2026-07-11 13:25:08.544,1,2,1258,7416,768.56,768.56,0
2026-07-11 13:25:08.544,1,3,5612,2280,0.0,0.0,0
2026-07-11 13:25:08.544,2,1,726,7012,0.0,0.0,0
2026-07-11 13:25:08.544,2,4,3966,4102,0.0,0.0,0
2026-07-11 13:25:08.544,2,2,726,6926,0.0,0.0,0
2026-07-11 13:25:08.544,2,3,2280,5612,0.0,0.0,0
2026-07-11 13:25:09.563,1,1,1398,7556,1099.34,1099.34,0
2026-07-11 13:25:09.563,1,2,1398,7556,1099.34,1099.34,0
2026-07-11 13:25:09.563,1,3,5612,2280,0.0,0.0,0
2026-07-11 13:25:09.563,2,1,726,7012,0.0,0.0,0
2026-07-11 13:25:09.563,2,4,3966,4102,0.0,0.0,0
2026-07-11 13:25:09.563,2,2,726,6926,0.0,0.0,0
2026-07-11 13:25:09.563,2,3,2280,5612,0.0,0.0,0
2026-07-11 13:25:10.584,1,1,1496,7654,767.83,767.83,0
2026-07-11 13:25:10.584,1,2,1496,7654,767.83,767.83,0
2026-07-11 13:25:10.584,1,3,5612,2280,0.0,0.0,0
2026-07-11 13:25:10.584,2,1,726,7012,0.0,0.0,0
2026-07-11 13:25:10.584,2,4,3966,4102,0.0,0.0,0
2026-07-11 13:25:10.584,2,2,726,6926,0.0,0.0,0
2026-07-11 13:25:10.584,2,3,2280,5612,0.0,0.0,0
2026-07-11 13:25:11.606,1,1,1594,7752,767.3,767.3,0
2026-07-11 13:25:11.606,1,2,1594,7752,767.3,767.3,0
2026-07-11 13:25:11.606,1,3,5612,2280,0.0,0.0,0
2026-07-11 13:25:11.606,2,1,726,7012,0.0,0.0,0
2026-07-11 13:25:11.606,2,4,3966,4102,0.0,0.0,0
2026-07-11 13:25:11.606,2,2,726,6926,0.0,0.0,0
2026-07-11 13:25:11.606,2,3,2280,5612,0.0,0.0,0
2026-07-11 13:25:12.627,1,1,1692,7850,767.58,767.58,0
2026-07-11 13:25:12.627,1,2,1692,7850,767.58,767.58,0
2026-07-11 13:25:12.627,1,3,5612,2280,0.0,0.0,0
2026-07-11 13:25:12.627,2,1,726,7012,0.0,0.0,0
2026-07-11 13:25:12.627,2,4,4026,4102,469.95,0.0,0
2026-07-11 13:25:12.627,2,2,726,6926,0.0,0.0,0
2026-07-11 13:25:12.627,2,3,2280,5612,0.0,0.0,0
2026-07-11 13:25:13.650,1,1,1790,7948,766.91,766.91,0
2026-07-11 13:25:13.650,1,2,1790,7948,766.91,766.91,0
2026-07-11 13:25:13.650,1,3,5612,2280,0.0,0.0,0
2026-07-11 13:25:13.650,2,1,726,7012,0.0,0.0,0
2026-07-11 13:25:13.650,2,4,4026,4102,0.0,0.0,0
2026-07-11 13:25:13.650,2,2,726,6926,0.0,0.0,0
2026-07-11 13:25:13.650,2,3,2280,5612,0.0,0.0,0
2026-07-11 13:25:14.673,1,1,1790,7948,0.0,0.0,0
2026-07-11 13:25:14.673,1,2,1790,7948,0.0,0.0,0
2026-07-11 13:25:14.673,1,3,5612,2280,0.0,0.0,0
2026-07-11 13:25:14.673,2,1,726,7012,0.0,0.0,0
2026-07-11 13:25:14.673,2,4,4026,4102,0.0,0.0,0
2026-07-11 13:25:14.673,2,2,726,6926,0.0,0.0,0
2026-07-11 13:25:14.673,2,3,2280,5612,0.0,0.0,0
2026-07-11 13:25:15.695,1,1,1790,7948,0.0,0.0,0
2026-07-11 13:25:15.695,1,2,1790,7948,0.0,0.0,0
2026-07-11 13:25:15.695,1,3,5612,2280,0.0,0.0,0
2026-07-11 13:25:15.695,2,1,726,7012,0.0,0.0,0
2026-07-11 13:25:15.695,2,4,4026,4102,0.0,0.0,0
2026-07-11 13:25:15.695,2,2,726,6926,0.0,0.0,0
2026-07-11 13:25:15.695,2,3,2280,5612,0.0,0.0,0
2026-07-11 13:25:16.716,1,1,1790,7948,0.0,0.0,0
2026-07-11 13:25:16.716,1,2,1790,7948,0.0,0.0,0
2026-07-11 13:25:16.716,1,3,5612,2280,0.0,0.0,0
2026-07-11 13:25:16.716,2,1,726,7012,0.0,0.0,0
2026-07-11 13:25:16.716,2,4,4026,4102,0.0,0.0,0
2026-07-11 13:25:16.716,2,2,726,6926,0.0,0.0,0
2026-07-11 13:25:16.716,2,3,2280,5612,0.0,0.0,0
2026-07-11 13:25:17.738,1,1,1790,8008,0.0,469.74,0
2026-07-11 13:25:17.738,1,2,1790,8008,0.0,469.74,0
2026-07-11 13:25:17.738,1,3,5672,2340,469.74,469.74,0
2026-07-11 13:25:17.738,2,1,726,7072,0.0,469.74,0
2026-07-11 13:25:17.738,2,4,4026,4162,0.0,469.74,0
2026-07-11 13:25:17.738,2,2,726,6986,0.0,469.74,0
2026-07-11 13:25:17.738,2,3,2340,5672,469.74,469.74,0
2026-07-11 13:25:18.759,1,1,1790,8008,0.0,0.0,0
2026-07-11 13:25:18.759,1,2,1790,8008,0.0,0.0,0
2026-07-11 13:25:18.759,1,3,5672,2340,0.0,0.0,0
2026-07-11 13:25:18.759,2,1,726,7072,0.0,0.0,0
2026-07-11 13:25:18.759,2,4,4026,4162,0.0,0.0,0
2026-07-11 13:25:18.759,2,2,726,6986,0.0,0.0,0
2026-07-11 13:25:18.759,2,3,2340,5672,0.0,0.0,0
2026-07-11 13:25:19.780,1,1,1790,8008,0.0,0.0,0
2026-07-11 13:25:19.780,1,2,1790,8008,0.0,0.0,0
2026-07-11 13:25:19.780,1,3,5672,2340,0.0,0.0,0
2026-07-11 13:25:19.780,2,1,726,7072,0.0,0.0,0
2026-07-11 13:25:19.780,2,4,4026,4162,0.0,0.0,0
2026-07-11 13:25:19.780,2,2,726,6986,0.0,0.0,0
2026-07-11 13:25:19.780,2,3,2340,5672,0.0,0.0,0
2026-07-11 13:25:20.807,1,1,1790,8008,0.0,0.0,0
2026-07-11 13:25:20.807,1,2,1790,8008,0.0,0.0,0
2026-07-11 13:25:20.807,1,3,5672,2340,0.0,0.0,0
2026-07-11 13:25:20.807,2,1,726,7072,0.0,0.0,0
2026-07-11 13:25:20.807,2,4,4026,4162,0.0,0.0,0
2026-07-11 13:25:20.807,2,2,726,6986,0.0,0.0,0
2026-07-11 13:25:20.807,2,3,2340,5672,0.0,0.0,0
2026-07-11 13:25:21.828,1,1,1790,8008,0.0,0.0,0
2026-07-11 13:25:21.828,1,2,1790,8008,0.0,0.0,0
2026-07-11 13:25:21.828,1,3,5672,2340,0.0,0.0,0
2026-07-11 13:25:21.828,2,1,726,7072,0.0,0.0,0
2026-07-11 13:25:21.828,2,4,4086,4162,469.67,0.0,0
2026-07-11 13:25:21.828,2,2,726,6986,0.0,0.0,0
2026-07-11 13:25:21.828,2,3,2340,5672,0.0,0.0,0
2026-07-11 13:25:22.850,1,1,1790,8008,0.0,0.0,0
2026-07-11 13:25:22.850,1,2,1790,8008,0.0,0.0,0
2026-07-11 13:25:22.850,1,3,5672,2340,0.0,0.0,0
2026-07-11 13:25:22.850,2,1,726,7072,0.0,0.0,0
2026-07-11 13:25:22.850,2,4,4086,4162,0.0,0.0,0
2026-07-11 13:25:22.850,2,2,726,6986,0.0,0.0,0
2026-07-11 13:25:22.850,2,3,2340,5672,0.0,0.0,0
2026-07-11 13:25:23.875,1,1,1790,8008,0.0,0.0,0
2026-07-11 13:25:23.875,1,2,1790,8008,0.0,0.0,0
2026-07-11 13:25:23.875,1,3,5672,2340,0.0,0.0,0
2026-07-11 13:25:23.875,2,1,726,7072,0.0,0.0,0
2026-07-11 13:25:23.875,2,4,4086,4162,0.0,0.0,0
2026-07-11 13:25:23.875,2,2,726,6986,0.0,0.0,0
2026-07-11 13:25:23.875,2,3,2340,5672,0.0,0.0,0
2026-07-11 13:25:24.900,1,1,1790,8008,0.0,0.0,0
2026-07-11 13:25:24.900,1,2,1790,8008,0.0,0.0,0
2026-07-11 13:25:24.900,1,3,5672,2340,0.0,0.0,0
2026-07-11 13:25:24.900,2,1,726,7072,0.0,0.0,0
2026-07-11 13:25:24.900,2,4,4086,4162,0.0,0.0,0
2026-07-11 13:25:24.900,2,2,726,6986,0.0,0.0,0
2026-07-11 13:25:24.900,2,3,2340,5672,0.0,0.0,0
2026-07-11 13:25:25.921,1,1,1790,8008,0.0,0.0,0
2026-07-11 13:25:25.921,1,2,1790,8008,0.0,0.0,0
2026-07-11 13:25:25.921,1,3,5672,2340,0.0,0.0,0
2026-07-11 13:25:25.921,2,1,726,7072,0.0,0.0,0
2026-07-11 13:25:25.921,2,4,4086,4162,0.0,0.0,0
2026-07-11 13:25:25.921,2,2,726,7056,0.0,548.27,0
2026-07-11 13:25:25.921,2,3,2340,5672,0.0,0.0,0
2026-07-11 13:25:26.942,1,1,1790,8068,0.0,470.28,0
2026-07-11 13:25:26.942,1,2,1790,8068,0.0,470.28,0
2026-07-11 13:25:26.942,1,3,5732,2400,470.28,470.28,0
2026-07-11 13:25:26.942,2,1,726,7132,0.0,470.28,0
2026-07-11 13:25:26.942,2,4,4086,4222,0.0,470.28,0
2026-07-11 13:25:26.942,2,2,726,7116,0.0,470.28,0
2026-07-11 13:25:26.942,2,3,2400,5732,470.28,470.28,0
2026-07-11 13:25:27.963,1,1,1790,8348,0.0,2194.36,0
2026-07-11 13:25:27.963,1,2,1790,8278,0.0,1645.77,0
2026-07-11 13:25:27.963,1,3,5942,2400,1645.77,0.0,0
2026-07-11 13:25:27.963,2,1,796,7272,548.59,1097.18,0
2026-07-11 13:25:27.963,2,4,4226,4292,1097.18,548.59,0
2026-07-11 13:25:27.963,2,2,726,7326,0.0,1645.77,0
2026-07-11 13:25:27.963,2,3,2400,5942,0.0,1645.77,0
2026-07-11 13:25:28.984,1,1,1790,8348,0.0,0.0,0
2026-07-11 13:25:28.984,1,2,1790,8278,0.0,0.0,0
2026-07-11 13:25:28.984,1,3,5942,2400,0.0,0.0,0
2026-07-11 13:25:28.984,2,1,796,7272,0.0,0.0,0
2026-07-11 13:25:28.984,2,4,4226,4292,0.0,0.0,0
2026-07-11 13:25:28.984,2,2,726,7326,0.0,0.0,0
2026-07-11 13:25:28.984,2,3,2400,5942,0.0,0.0,0
2026-07-11 13:25:30.005,1,1,1790,8348,0.0,0.0,0
2026-07-11 13:25:30.005,1,2,1790,8348,0.0,548.71,0
2026-07-11 13:25:30.005,1,3,5942,2400,0.0,0.0,0
2026-07-11 13:25:30.005,2,1,796,7272,0.0,0.0,0
2026-07-11 13:25:30.005,2,4,4226,4292,0.0,0.0,0
2026-07-11 13:25:30.005,2,2,726,7326,0.0,0.0,0
2026-07-11 13:25:30.005,2,3,2400,5942,0.0,0.0,0
2026-07-11 13:25:31.029,1,1,1790,8348,0.0,0.0,0
2026-07-11 13:25:31.029,1,2,1790,8348,0.0,0.0,0
2026-07-11 13:25:31.029,1,3,5942,2400,0.0,0.0,0
2026-07-11 13:25:31.029,2,1,796,7272,0.0,0.0,0
2026-07-11 13:25:31.029,2,4,4226,4292,0.0,0.0,0
2026-07-11 13:25:31.029,2,2,726,7326,0.0,0.0,0
2026-07-11 13:25:31.029,2,3,2400,5942,0.0,0.0,0
2026-07-11 13:25:32.051,1,1,1860,8558,548.04,1644.12,0
2026-07-11 13:25:32.051,1,2,1790,8628,0.0,2192.16,0
2026-07-11 13:25:32.051,1,3,6152,2540,1644.12,1096.08,0
2026-07-11 13:25:32.051,2,1,796,7552,0.0,2192.16,0
2026-07-11 13:25:32.051,2,4,4426,4432,1565.83,1096.08,0
2026-07-11 13:25:32.051,2,2,726,7606,0.0,2192.16,0
2026-07-11 13:25:32.051,2,3,2540,6152,1096.08,1644.12,0
2026-07-11 13:25:33.072,1,1,1860,8558,0.0,0.0,0
2026-07-11 13:25:33.072,1,2,1790,8628,0.0,0.0,0
2026-07-11 13:25:33.072,1,3,6152,2540,0.0,0.0,0
2026-07-11 13:25:33.072,2,1,796,7552,0.0,0.0,0
2026-07-11 13:25:33.072,2,4,4426,4432,0.0,0.0,0
2026-07-11 13:25:33.072,2,2,726,7606,0.0,0.0,0
2026-07-11 13:25:33.072,2,3,2540,6152,0.0,0.0,0
2026-07-11 13:25:34.095,1,1,1860,8698,0.0,1095.64,0
2026-07-11 13:25:34.095,1,2,1860,8698,547.82,547.82,0
2026-07-11 13:25:34.095,1,3,6222,2610,547.82,547.82,0
2026-07-11 13:25:34.095,2,1,796,7692,0.0,1095.64,0
2026-07-11 13:25:34.095,2,4,4496,4502,547.82,547.82,0
2026-07-11 13:25:34.095,2,2,726,7746,0.0,1095.64,0
2026-07-11 13:25:34.095,2,3,2610,6222,547.82,547.82,0
2026-07-11 13:25:35.118,1,1,1860,8698,0.0,0.0,0
2026-07-11 13:25:35.118,1,2,1860,8698,0.0,0.0,0
2026-07-11 13:25:35.118,1,3,6222,2610,0.0,0.0,0
2026-07-11 13:25:35.118,2,1,796,7692,0.0,0.0,0
2026-07-11 13:25:35.118,2,4,4496,4502,0.0,0.0,0
2026-07-11 13:25:35.118,2,2,726,7746,0.0,0.0,0
2026-07-11 13:25:35.118,2,3,2610,6222,0.0,0.0,0
2026-07-11 13:25:36.142,1,1,1860,8698,0.0,0.0,0
2026-07-11 13:25:36.142,1,2,1860,8698,0.0,0.0,0
2026-07-11 13:25:36.142,1,3,6222,2610,0.0,0.0,0
2026-07-11 13:25:36.142,2,1,796,7692,0.0,0.0,0
2026-07-11 13:25:36.142,2,4,4496,4572,0.0,546.82,0
2026-07-11 13:25:36.142,2,2,726,7746,0.0,0.0,0
2026-07-11 13:25:36.142,2,3,2610,6222,0.0,0.0,0
2026-07-11 13:25:37.163,1,1,1860,8758,0.0,470.16,0
2026-07-11 13:25:37.163,1,2,1860,8758,0.0,470.16,0
2026-07-11 13:25:37.163,1,3,6282,2670,470.16,470.16,0
2026-07-11 13:25:37.163,2,1,796,7752,0.0,470.16,0
2026-07-11 13:25:37.163,2,4,4496,4632,0.0,470.16,0
2026-07-11 13:25:37.163,2,2,726,7806,0.0,470.16,0
2026-07-11 13:25:37.163,2,3,2670,6282,470.16,470.16,0
2026-07-11 13:25:38.186,1,1,1860,8828,0.0,547.44,0
2026-07-11 13:25:38.186,1,2,1860,8828,0.0,547.44,0
2026-07-11 13:25:38.186,1,3,6352,2670,547.44,0.0,0
2026-07-11 13:25:38.186,2,1,796,7822,0.0,547.44,0
2026-07-11 13:25:38.186,2,4,4496,4702,0.0,547.44,0
2026-07-11 13:25:38.186,2,2,796,7806,547.44,0.0,0
2026-07-11 13:25:38.186,2,3,2670,6352,0.0,547.44,0
2026-07-11 13:25:39.205,1,1,1860,8828,0.0,0.0,0
2026-07-11 13:25:39.205,1,2,1860,8828,0.0,0.0,0
2026-07-11 13:25:39.205,1,3,6352,2670,0.0,0.0,0
2026-07-11 13:25:39.205,2,1,796,7822,0.0,0.0,0
2026-07-11 13:25:39.205,2,4,4496,4702,0.0,0.0,0
2026-07-11 13:25:39.205,2,2,796,7806,0.0,0.0,0
2026-07-11 13:25:39.205,2,3,2670,6352,0.0,0.0,0
2026-07-11 13:25:40.226,1,1,1860,8828,0.0,0.0,0
2026-07-11 13:25:40.226,1,2,1860,8828,0.0,0.0,0
2026-07-11 13:25:40.226,1,3,6352,2670,0.0,0.0,0
2026-07-11 13:25:40.226,2,1,796,7892,0.0,548.41,0
2026-07-11 13:25:40.226,2,4,4496,4702,0.0,0.0,0
2026-07-11 13:25:40.226,2,2,796,7806,0.0,0.0,0
2026-07-11 13:25:40.226,2,3,2670,6352,0.0,0.0,0
2026-07-11 13:25:41.248,1,1,1860,8828,0.0,0.0,0
2026-07-11 13:25:41.248,1,2,1860,8828,0.0,0.0,0
2026-07-11 13:25:41.248,1,3,6352,2670,0.0,0.0,0
2026-07-11 13:25:41.248,2,1,796,7892,0.0,0.0,0
2026-07-11 13:25:41.248,2,4,4496,4702,0.0,0.0,0
2026-07-11 13:25:41.248,2,2,796,7806,0.0,0.0,0
2026-07-11 13:25:41.248,2,3,2670,6352,0.0,0.0,0
2026-07-11 13:25:42.268,1,1,1860,8828,0.0,0.0,0
2026-07-11 13:25:42.268,1,2,1860,8828,0.0,0.0,0
2026-07-11 13:25:42.268,1,3,6352,2670,0.0,0.0,0
2026-07-11 13:25:42.268,2,1,796,7892,0.0,0.0,0
2026-07-11 13:25:42.268,2,4,4556,4702,470.78,0.0,0
2026-07-11 13:25:42.268,2,2,796,7806,0.0,0.0,0
2026-07-11 13:25:42.268,2,3,2670,6352,0.0,0.0,0
2026-07-11 13:25:43.286,1,1,1860,8828,0.0,0.0,0
2026-07-11 13:25:43.286,1,2,1860,8828,0.0,0.0,0
2026-07-11 13:25:43.286,1,3,6352,2670,0.0,0.0,0
2026-07-11 13:25:43.286,2,1,796,7892,0.0,0.0,0
2026-07-11 13:25:43.286,2,4,4556,4702,0.0,0.0,0
2026-07-11 13:25:43.286,2,2,796,7806,0.0,0.0,0
2026-07-11 13:25:43.286,2,3,2670,6352,0.0,0.0,0
2026-07-11 13:25:44.307,1,1,1860,8898,0.0,548.83,0
2026-07-11 13:25:44.307,1,2,1860,8898,0.0,548.83,0
2026-07-11 13:25:44.307,1,3,6422,2670,548.83,0.0,0
2026-07-11 13:25:44.307,2,1,796,7962,0.0,548.83,0
2026-07-11 13:25:44.307,2,4,4626,4702,548.83,0.0,0
2026-07-11 13:25:44.307,2,2,796,7876,0.0,548.83,0
2026-07-11 13:25:44.307,2,3,2670,6422,0.0,548.83,0
2026-07-11 13:25:45.326,1,1,1860,8898,0.0,0.0,0
2026-07-11 13:25:45.326,1,2,1860,8898,0.0,0.0,0
2026-07-11 13:25:45.326,1,3,6422,2670,0.0,0.0,0
2026-07-11 13:25:45.326,2,1,796,7962,0.0,0.0,0
2026-07-11 13:25:45.326,2,4,4626,4702,0.0,0.0,0
2026-07-11 13:25:45.326,2,2,796,7876,0.0,0.0,0
2026-07-11 13:25:45.326,2,3,2670,6422,0.0,0.0,0
2026-07-11 13:25:46.348,1,1,1860,8898,0.0,0.0,0
2026-07-11 13:25:46.348,1,2,1860,8898,0.0,0.0,0
2026-07-11 13:25:46.348,1,3,6422,2670,0.0,0.0,0
2026-07-11 13:25:46.348,2,1,796,7962,0.0,0.0,0
2026-07-11 13:25:46.348,2,4,4626,4702,0.0,0.0,0
2026-07-11 13:25:46.348,2,2,796,7876,0.0,0.0,0
2026-07-11 13:25:46.348,2,3,2670,6422,0.0,0.0,0
2026-07-11 13:25:47.369,1,1,1976,9000,909.24,799.51,0
2026-07-11 13:25:47.369,1,2,1860,9000,0.0,799.51,0
2026-07-11 13:25:47.369,1,3,6524,2846,799.51,1379.54,0
2026-07-11 13:25:47.369,2,1,796,8064,0.0,799.51,0
2026-07-11 13:25:47.369,2,4,4668,4878,329.21,1379.54,0
2026-07-11 13:25:47.369,2,2,796,7978,0.0,799.51,0
2026-07-11 13:25:47.369,2,3,2846,6524,1379.54,799.51,0
2026-07-11 13:25:48.398,1,1,10828985,9520,84145904.65,4041.36,0
2026-07-11 13:25:48.398,1,2,1860,9000,0.0,0.0,0
2026-07-11 13:25:48.398,1,3,7044,10829855,4041.36,84145904.65,0
2026-07-11 13:25:48.398,2,1,796,8064,0.0,0.0,0
2026-07-11 13:25:48.398,2,4,5188,10916817,4041.36,84805967.99,0
2026-07-11 13:25:48.398,2,2,796,7978,0.0,0.0,0
2026-07-11 13:25:48.398,2,3,10914785,7044,84805967.99,4041.36,0
2026-07-11 13:25:49.419,1,1,23948435,9520,102823911.31,0.0,0
2026-07-11 13:25:49.419,1,2,1860,9000,0.0,0.0,0
2026-07-11 13:25:49.419,1,3,7044,23953775,0.0,102858945.01,0
2026-07-11 13:25:49.419,2,1,796,8064,0.0,0.0,0
2026-07-11 13:25:49.419,2,4,5188,24049677,0.0,102929012.42,0
2026-07-11 13:25:49.419,2,2,796,7978,0.0,0.0,0
2026-07-11 13:25:49.419,2,3,24047645,7044,102929012.42,0.0,0
2026-07-11 13:25:50.442,1,1,37137915,9520,103186922.03,0.0,0
2026-07-11 13:25:50.442,1,2,1860,9000,0.0,0.0,0
2026-07-11 13:25:50.442,1,3,7044,37141765,0.0,103175265.12,0
2026-07-11 13:25:50.442,2,1,796,8064,0.0,0.0,0
2026-07-11 13:25:50.442,2,4,5188,37221277,0.0,103047039.17,0
2026-07-11 13:25:50.442,2,2,796,7978,0.0,0.0,0
2026-07-11 13:25:50.442,2,3,37219245,7044,103047039.17,0.0,0
2026-07-11 13:25:51.466,1,1,50287165,9520,102736679.51,0.0,0
2026-07-11 13:25:51.466,1,2,1860,9000,0.0,0.0,0
2026-07-11 13:25:51.466,1,3,7044,50288035,0.0,102713396.41,0
2026-07-11 13:25:51.466,2,1,796,8064,0.0,0.0,0
2026-07-11 13:25:51.466,2,4,5188,50391387,0.0,102899661.21,0
2026-07-11 13:25:51.466,2,2,796,7978,0.0,0.0,0
2026-07-11 13:25:51.466,2,3,50389355,7044,102899661.21,0.0,0
2026-07-11 13:26:52.983,1,1,192932913,9950,18550356.75,55.92,0
2026-07-11 13:26:52.983,1,2,1930,9430,9.1,55.92,0
2026-07-11 13:26:52.983,1,3,7516,192855131,61.38,18540128.46,0
2026-07-11 13:26:52.983,2,1,866,8578,9.1,66.84,0
2026-07-11 13:26:52.983,2,4,14371,64497932,1194.2,1834484.7,0
2026-07-11 13:26:52.983,2,2,866,8492,9.1,66.84,0
2026-07-11 13:26:52.983,2,3,192856621,7558,18527146.07,66.84,0
2026-07-11 13:26:54.193,1,1,192932913,9950,0.0,0.0,0
2026-07-11 13:26:54.193,1,2,1930,9430,0.0,0.0,0
2026-07-11 13:26:54.193,1,3,7894,192871521,2497.96,108310.98,0
2026-07-11 13:26:54.193,2,1,866,8914,0.0,2220.41,0
2026-07-11 13:26:54.193,2,4,14455,64512832,555.1,98464.53,0
